"","gene","B cells","ILC","Megakaryocytes/platelets","Monocytes","T cells"
"2943","DTNB",0,0,0,0.639481165335251,0.995285427016284
"2944","DTNBP1",1.92932890064519,0.550725715053529,0,1.48079311766763,0.722677367895723
"2945","DTWD1",0,0.663628274441584,0,0.0790177191405459,2.67681540178784
"2946","DTWD2",0,0,0,0,1.81343091036763
"2947","DTX1",0,0,0,0,18.6219109461579
"2948","DTX2",0,0,0,1.8631081290732,0.227035124080898
"2949","DTX3",0,1.48582586742366,0,0,0.0128351718797522
"2950","DTX3L",3.02906962169608,4.43781666805832,0,9.02652968115776,0.26223159934341
"2951","DTYMK",0,0.181586739505356,0,0.300287618197571,0.87643009939705
"2952","DUOX1",0,0,0,0,0.00738523685218323
"2953","DUS1L",0,2.20284285077301,0,0.0119785021684052,4.05803108236655
"2954","DUS2",0.246241311475578,0,0,1.01984695157044,0.174591109709755
"2955","DUS3L",0.0191421469426175,0.15505539860945,0,0.0583397317888352,0.591837062524589
"2956","DUS4L",0,0,0,2.63261273538638,0.634925131802438
"2957","DUSP1",7.32253759903457,11.6023664678446,0,1.95206005789181,3.74448141470772
"2958","DUSP10",4.01789404504213,0.0580269118762363,0,0.239700325763701,4.00679639210072
"2959","DUSP11",4.99849559157927,3.99344573190768,0,3.19721391744527,1.5357341383422
"2960","DUSP12",0.213207141132863,6.54906549284331,0,4.63176019455108,3.72190180420158
"2961","DUSP14",0,0.0839568953936786,0,0,0.576996717944306
"2962","DUSP16",0,0,0,0,1.53573956734951
"2963","DUSP18",0,0,0,0.723717050230291,0.00714347227363652
"2964","DUSP2",0.0127697104104023,1.31092682145808,0,0.0855826902307709,5.20685442326178
"2965","DUSP22",0.730921955506969,0.331402546450473,0.062223632334647,0.0031626815462163,0.0584052854342646
"2966","DUSP23",0,0.892415275525389,0,1.23466497455135,3.60128446312651
"2967","DUSP28",0.21700910325419,0.599697814593811,0,2.07129330078099,0.86529652451134
"2968","DUSP3",0,0,0,0.226723494257004,0.0460262826051214
"2969","DUSP4",0.200202364816602,0,0,0,3.03615515247903
"2970","DUSP5",0.000406407174657635,0.000928189059437066,0,0.00152854953445519,1.96495361372551
"2971","DUSP6",0,0,0,0.0743533442324785,0.299885402353568
"2972","DUSP7",0,0,0,0.160480642611899,3.69076380881626
"2973","DUSP8",0,0,0,0,19.7085369430177
"2974","DUT",0.561515875873933,1.80211414055311,0,0.682413407155167,3.10276929388984
"2975","DVL1",0,0,0,0.164751077885931,0.0479847162014148
"2976","DVL2",3.6640836443246,0.0637974084761157,0,0.0552798903573474,0.0424952213408286
"2977","DVL3",0,0,0,0.357565611198734,0.666410970450668
"2978","DXO",0.606174846705438,0.370787752472694,0,2.19325973415996,3.87240610811161
"2979","DYM",0.0411017580323163,0.287449103066057,0,2.001959438984,0.996753341873188
"2980","DYNC1H1",0.148995405609538,0.0128993339408803,0,0.0595989079049863,0.277505818863315
"2981","DYNC1I2",0.455111423566861,1.3142618193828,0,1.06315909339028,0.883239871842847
"2982","DYNC1LI1",2.92355747978794,0.108484790087316,0,2.43434336485696,0.0212845671913055
"2983","DYNC1LI2",3.27125921501271,1.97237372400322,0,0.203985948485754,4.04815881575307
"2984","DYNC2H1",0,0,0,0,0.0487879580533784
"2985","DYNC2LI1",0,0,0,0,0.117277945891453
"2986","DYNLL1",1.83679945618722,0.510461071336867,9.43322122727873,1.07860108647067,3.30595094370244
"2987","DYNLL2",0,0.340252119420457,0,0.593918549616092,1.1829750553916
"2988","DYNLRB1",0.478104784168429,0.188045898023266,0.350202327430583,0.218030158680358,0.00512204010718933
"2989","DYNLT1",2.13577835273825,1.5419615286078,0.113782623249664,0.00167715416894571,3.96211824532518
"2990","DYNLT3",0.403113451818604,1.13764863008342,0.829057737037357,0.0036425572768516,4.83466070247885
"2991","DYRK1A",0.295290275020604,0.337708769271927,0,1.81987420720246,1.50990415777297
"2992","DYRK1B",0,0.089223448960886,0,0.0218757343153523,0.00474071782032799
"2993","DYRK2",0,0.600803859392693,0,4.42783690314449,0.0267257253201732
"2994","DYRK4",0,0.267650251939568,0,0.536649632905687,5.72561307376925
"2995","DYSF",0,0,0,13.3771604028085,0
"2996","DZANK1",0,0,0,0,1.74296304835799
"2997","DZIP3",0.724989190560969,0.024796501988607,0,0,4.08369968368272
"2998","E2F1",0,0,0,0,0.0325832025984759
"2999","E2F2",0,0,0,0.158093220522403,0
"3000","E2F3",0,0.209859436414555,0,0.223343138264965,1.46730030849271
"3001","E2F4",0.0454549078422413,0.265140658542622,0,3.56712226691432,0.152638461629876
"3002","E2F5",0.151617381715417,0,0,0,0.122885888551994
"3003","E2F6",0,0,0,0.00273321419841834,0.132178098257733
"3004","E4F1",0,0.36563927954098,0,0.174098657914745,0.0782439172366857
"3005","EAF1",1.0255670846295,1.34501955235406,0,4.89914116856897,3.34196327386829
"3006","EAF1-AS1",0,0,0,0,0.00184625599220261
"3007","EAF2",6.9653974567942,0,0,1.70045739930234,0.97934940985478
"3008","EAPP",0.0274872729082344,0.903926285458434,0,1.66339411407043,1.38515557325008
"3009","EARS2",0,0,0,0,0.825202543079723
"3010","EBAG9",0.901685166572435,0.221819695130309,0,0.0115990336474429,1.20968882362295
"3011","EBF1",0.020086343703223,0,0,0,0
"3012","EBLN2",0,0,0,1.14614314979371,0.406798846832216
"3013","EBLN3",0.909958925859649,0.00149326338713114,0,1.02581630266912,1.19733995692573
"3014","EBNA1BP2",0.47605040786429,0.102098577783626,0,1.33125858174879,1.42272500826485
"3015","EBP",0.126226790822208,1.1162462316939,0,0.312712473697706,0.0229678962882635
"3016","EBPL",1.81773777481191,1.30692056941994,0,0.0621147423557711,0.673580502352465
"3017","ECD",1.14663208348499,1.17115466139557,0,0.13977979167097,4.32239894519153
"3018","ECE1",0.00142251063151738,0,0,4.67904250514182,0.0247489408354125
"3019","ECH1",0.0830588799231582,0.277962688919317,1.16198339573086,1.44855222318818,0.554302017209355
"3020","ECHDC1",3.51832036078358,0.00358145851309825,0,3.46379516100351,2.60540606251829
"3021","ECHDC2",0,9.36102009603486e-05,0,0.318097723073719,0.146688363894865
"3022","ECHDC3",0,0,0,0.443067985472205,0
"3023","ECHS1",0.423235159003836,1.4814589995181,0,0.543976383674117,0.960956865015393
"3024","ECI1",0,0,0,0.0911371765130493,1.03394453336126
"3025","ECI2",0,0.660874003527472,0,0.24135234483497,0.00245680328862179
"3026","ECSIT",0.0439136183310353,0.453729432072247,0,0.0411283772760241,2.3820744372342
"3027","ECT2",0,0,0,0,1.48581771843079
"3028","EDA",0,0,0,0,0.00278966477381839
"3029","EDAR",0,0,0,0,0.553631132007055
"3030","EDARADD",0,0,0,0,0.505053225233775
"3031","EDC3",0,0,0,0.00337718064705413,0.0890759671132234
"3032","EDC4",0,0,0,0.0477028205778,0.115461401124827
"3033","EDEM1",0.203349199631015,1.14191349607615,0,1.38861280767011,3.91512160157253e-05
"3034","EDEM2",0.0120376971266728,2.78851986195686,0,0.818275811951076,1.23361185116099
"3035","EDEM3",0.10168664897578,0.0886009441199112,0,1.40066799445499,0.572757071204811
"3036","EDF1",0.692454353912431,2.64842607954667,5.77258915612784,0.115552248530611,0.19179708550045
"3037","EDRF1",1.86847344531006,0.0141450028282001,0,0.0892462379772856,1.06852743796796
"3038","EEA1",0.0109258283595254,1.52438452324759,0,2.60645764865713,0.167019405587718
"3039","EED",0.88518483960799,0.11023857117067,0,1.09505846895087,2.15256629392299
"3040","EEF1A1",0.000414395953174412,0.0032220844131265,4.2943827832002,14.4661328795883,0.884093780843549
"3041","EEF1B2",0.0303525272579171,0.0250108711636532,5.89929549766358,12.398863598455,0.139008586450138
"3042","EEF1D",0.479483363869104,0.253014499175164,0.0723602154474084,3.55988510007958,1.37755744968407
"3043","EEF1E1",0.268116488325719,0,0,0.297483469920139,0.25142549698049
"3044","EEF1G",2.2743955292297,0.933376511481179,0,2.0757774908277,0.570179949372644
"3045","EEF2",0.094339305608955,0.156150466529376,2.03745385388841,17.0209329473948,5.21303174830437
"3046","EEF2K",0,0,0,0,0.709512718248478
"3047","EEF2KMT",0,0,0,2.34234896564156,1.9582022114452
"3048","EEFSEC",0,0.0292462407837244,0,0.0658041087584805,0.32809749365757
"3049","EEPD1",0,0,0,0.540085694409188,3.88818918971323
"3050","EFCAB11",0,0,0,0.0704057128563136,0.0320586675763738
"3051","EFCAB13",0,0,0,0,0.638510722754916
"3052","EFCAB14",0.183466120519517,0.102975184256059,0,0.292451220136536,0.089577596307642
"3053","EFCAB2",0,0,0,11.7999605189336,1.22328574067967
"3054","EFCAB7",0,0,0,0,0.259990634761208
"3055","EFHC1",3.02469153923625,0.396663181780389,0,1.83653145696537,4.33732687206559
"3056","EFHD2",0.88705522802904,3.18287873482436,0,0.0780463876901359,1.92413534785518
"3057","EFNA4",0,0,0,0.22893947153924,0.00165698394225207
"3058","EFNB1",0,0,0,9.04693484839751,0.601385011025647
"3059","EFR3A",0.324029567237912,1.1698591844539,0,0.459555954400448,3.37058460967253
"3060","EFTUD1",0,0.2412683376281,0,1.55740341893264,2.27896865081122
"3061","EFTUD2",1.5344782988023,0.307988397338728,0,0.348941774823229,0.112798070262908
"3062","EGFL7",0,0,3.8995827024801,0.911833184276318,2.74693958141053
"3063","EGLN1",0.310157842534449,0.0242008730442961,0,1.60533563017394,0.257281574611903
"3064","EGLN2",0.072781400592966,0,0,0.342766153679338,0.0116957677384888
"3065","EGLN3",0,0,0,0,0.349256674634447
"3066","EGR1",0,0,0,5.61679603881856,17.2834606131432
"3067","EGR2",0,0,0,0.192741977328277,0
"3068","EGR3",0,0,0,0.275696714651594,0
"3069","EHBP1",0,0.70924755743493,0,0.0863633341487832,0.555278957984367
"3070","EHBP1L1",6.36869826169891,0.0361886863961447,0,3.05107896008492,0.215655756557432
"3071","EHD1",0.464515942796575,2.26216251757637,0,0.00213035056051281,1.00288060654964
"3072","EHD3",0,0,0,0,2.03163385109648
"3073","EHD4",3.12625365034075,1.74144330404676,0,1.18243055776404,0.296637429162372
"3074","EHMT1",0.318024485322481,0.13913013499408,0,0.037155465458734,0.278166769736815
"3075","EHMT2",0.0176706346136046,4.42108380809211,0,0.502491166285145,0.609457957888245
"3076","EI24",0.410088208728868,1.8809544706784,0,0.0244675001163549,0.400074330439577
"3077","EID1",0.782389909691252,0.00955072009475041,4.1028777963094,0.322827539306859,0.0376630413681198
"3078","EID2",0,0,0,6.87487360313407,1.67154074265818
"3079","EID2B",0,0.3259355893201,0,5.42480125447024,4.4005167991716
"3080","EID3",0,0.436646158520527,0,0.688575619863703,0.572957217156027
"3081","EIF1",2.28323485977259,0.478164500610271,3.23106599379502,7.50164745937401,3.55492483001743
"3082","EIF1AD",3.37358253444085e-05,4.61947194959696,0,0.000128120665260365,3.4328776287421
"3083","EIF1AX",0.692347579135618,0.831528182002803,0,1.05879834037982e-05,0.0933131920243587
"3084","EIF1AY",0.798394896125072,0.262637564931323,1.42385285930902,0.0483690729511888,0.273582076402107
"3085","EIF1B",1.61102716952859,4.70952561231906,0.0408915331911304,2.39033476686121,5.00513794562035
"3086","EIF2A",1.62187386208663,0.529829049651392,0,1.90753476464562,0.698364820074252
"3087","EIF2AK1",0.551626409746993,0.606554465756782,0.613133272632927,0.0823437727742648,0.921419367613117
"3088","EIF2AK2",5.96459354488827,3.7349515471452,0,2.84539915917282,0.0310556723494245
"3089","EIF2AK3",0.986990661698725,0,0,2.34311139624721,3.4025347094621
"3090","EIF2AK4",0.248992285161406,2.13575675862475,0,0.128419031074538,0.576021619364081
"3091","EIF2B1",0.504042033358921,0.0465944697429996,0,0.347038096773472,0.0079730607459932
"3092","EIF2B2",0,0.229598191627475,0,0.614554535084184,0.900452846466587
"3093","EIF2B3",0,1.01208258997064,0,2.18929787594012,2.01955566261727
"3094","EIF2B4",3.81065483953259,1.16212649499247,0,2.81189576927873,1.38077458985615
"3095","EIF2B5",0.220239204530176,0.262980249193733,0,1.91519224246725,0.00763472443208544
"3096","EIF2D",1.19402210699726,11.529555391649,0,1.93370183270212,0.992187449982884
"3097","EIF2S1",0.93722170842797,1.54492678564634,0,6.81564564487396,0.079111962916071
"3098","EIF2S2",4.30223063782274,0.473051306586975,1.05070507414702,0.0177696485179574,0.00239988609883514
"3099","EIF2S3",3.44088436620228,1.83369545647455,0,0.124749950108848,2.13100416742216
"3100","EIF3A",0.018666487161293,0.0129073777499055,0,0.00438998689249537,2.5749397390933
"3101","EIF3B",0.128348668362761,4.89684913534872,0,2.09202707024468,0.141319150395485
"3102","EIF3C",0,0,0,0.15154390994719,0.390497369379521
"3103","EIF3D",0.166912651325281,0.290974827886788,0,4.5200775055663,1.30963291235183
"3104","EIF3E",0.0821749858335962,1.47216298283994,0.0221054830437804,0.683928022570326,0.332862689660981
"3105","EIF3F",0.170719453934801,0.373715453336434,0.234117595605904,13.9718854790489,1.71658952091527
"3106","EIF3G",0.258987855111285,0.0225941525199512,0,1.93643722279115,0.428569136151271
"3107","EIF3H",0.835566497623046,0.496737524355792,0,6.24382292788752,1.03246788743002
"3108","EIF3I",0.0489041985318199,0.566536869200701,0,1.01192377318423,0.862765437728284
"3109","EIF3J",0.0169151896851619,0.0622377900878038,0.408663624332402,0.638395072253397,0.356205558419951
"3110","EIF3J-AS1",0.00158410917983145,0.321956936272658,0,1.02898783976568,1.75319557183325
"3111","EIF3K",0.0482829976554481,0.0292724215304464,3.080194124347,3.97159491587481,0.594359813227856
"3112","EIF3L",0.381250421328434,1.07470189667201,0,26.0468581914463,5.26110133270497
"3113","EIF3M",1.2775717626896,2.30268377969591,0,1.52908570424824,0.780550813516141
"3114","EIF4A1",0.611403088836339,0.0014039151785664,0,0.558791786019011,0.00263649206953866
"3115","EIF4A2",2.92403735786292,3.1404559548189,2.62801656809651,1.85548546417337e-05,0.038332940827312
"3116","EIF4A3",2.77296008071918,0.000197057682431305,0,1.49881501932083,0.0346661826703971
"3117","EIF4B",0.365054721242394,0.154607431787547,0,7.47587370447132,1.16678944118645
"3118","EIF4E",7.04334347431327,0.598030594505139,3.84841984136504,0.93828136910606,1.06802126317574
"3119","EIF4E2",1.96920853613874,5.68066780280068,0,0.126838727449264,0.00191297536358275
"3120","EIF4E3",0,1.41318725451975,0,0.034206828386499,0.042928350496742
"3121","EIF4EBP1",2.44971457316921,3.03431915392528,0,2.8565317587068,0.16440921711333
"3122","EIF4EBP2",0.115887257121713,1.0472926712595,0,0.592725178050856,0.931061295248672
"3123","EIF4EBP3",0,0,0,0.0450091676486793,0.547860882597447
"3124","EIF4ENIF1",0,0,0,1.16623296037149,0.7451636588123
"3125","EIF4G1",0.591409901871513,0.802964698860487,0,0.576447280489656,0.143605838770514
"3126","EIF4G2",0.00470569998815204,1.50550490668817,2.54266741217346,0.239666746893492,0.0552040521786238
"3127","EIF4G3",1.22381674868885,0.0187326205247912,0,0.810540534138993,1.16189000155183
"3128","EIF4H",0.00772041017734647,2.48731679548822,0,2.19230098669115,7.04068929269672
"3129","EIF5",7.65718712958921,7.74988521002766,3.73649290540977,6.38488747132271,4.7412813025669
"3130","EIF5A",0.163803476009858,0.199444827797585,2.88798783619028,0.053103828689137,1.070885775478
"3131","EIF5A2",0,2.16140460011925,0,0.724714311858672,0.54604205839983
"3132","EIF5AL1",0.100449670973197,0,0,0,0.000533754974326768
"3133","EIF5B",0.613543874763039,0.219766689028216,0,0.391708467784832,0.264849515363114
"3134","EIF6",0.0301597070681858,0.204525443266091,0,0.00243942628917393,0.0489140038824122
"3135","ELAC1",0,0,0,0.111128685019194,0.636284747227088
"3136","ELAC2",0.157962076854593,0.444542633122847,0,0.297275200317535,0.194696925863298
"3137","ELAVL1",0.0408778739301799,0.107099373658432,0.709525567530638,0.59071050419532,0.069065776787761
"3138","ELF1",4.23752130458186,0.0401102442621612,0.579889134674967,0.209636369208952,0.745122981213567
"3139","ELF2",0.144096878660976,1.63227947880683,0,2.74416978699046,10.1982182561673
"3140","ELF4",0,0.999857954096029,0,5.29561152936632,1.13306502558278
"3141","ELK1",4.65703315034361,0.765877085600324,0,8.48627433350703,1.37062872708589
"3142","ELK3",1.28288938475748,0.115018400942211,0,0.0580703334073085,0.469885462245033
"3143","ELK4",0.0462019593860974,0.268147212834509,0,0.0998397394053835,5.87175026199532e-05
"3144","ELL",0,0.116020590859637,0,0.727307432412355,3.59989313017282
"3145","ELL2",1.0948200407119,0.0585393269939242,0,3.14587797391767,2.421201888349
"3146","ELMO1",0.224923068562004,1.88467786830306,0,0.587098262899975,2.21250003140119
"3147","ELMO2",0,2.10167194620304,0,0.728413409511505,0.583060003811063
"3148","ELMO3",0,0,0,0,1.614433148109
"3149","ELMOD2",0,1.33219232444465,0,1.85078519025079,1.75138718156568
"3150","ELMOD3",0.217125392517431,0.215348367220086,0,0.585955117129,0.0401261997213287
"3151","ELMSAN1",0.0414694593089511,0.652635542893174,0,4.02895580864516,0.374073374011342
"3152","ELOF1",0.00197367317240921,0.236193211036781,0,0.00454851397611582,0.114102099663502
"3153","ELOVL1",0.21304332899374,0.219496646640326,0,5.07351124766184,2.55874946975898
"3154","ELOVL4",0,0,0,0,6.36236885132915
"3155","ELOVL5",2.69101640630718,1.59215010931842,0,10.1087169231689,2.49180418931571
"3156","ELOVL6",0,0.00708455682570759,0,0,1.09120165104376
"3157","ELOVL7",0,0,0.202295447414104,0,0
"3158","ELP2",0.0300383288709232,1.58466266999671,0,0.05484985590096,0.65566938018508
"3159","ELP3",0,0.522807081140075,0,2.1908201744877,2.4008789841798
"3160","ELP4",0,4.34945246632824,0,0.458213229991032,1.27993147689268
"3161","ELP5",0.0789808925984786,0.036792848106613,0,0.00182329078464302,0.147919503181842
"3162","ELP6",0.147340345667978,2.27020865074962,0,0.115121024427665,0.673750031038513
"3163","EMB",0.00245384820452753,4.88215112269396,0,7.65793764715423,0.0956371726299266
"3164","EMC1",0,0,0,0.683798921080868,1.73480633804285
"3165","EMC10",0.221392066312163,0.776080376819101,0,0.354757739591495,0.0441093030136192
"3166","EMC2",0,0.022609529764639,0,0.27189450076319,0.71105775692083
"3167","EMC3",0.023836683176922,0.803186435345521,0.243049252964529,0.395529432197021,1.61498610010902
"3168","EMC4",1.15540635494813,0.0707900036374368,0,2.28431333203257,0.695177767948949
"3169","EMC6",0.213740224662914,0.774908727397885,0,2.05038994886208,0.383640255488781
"3170","EMC7",0.343268459279518,0.047718108480493,0,0.199387037046335,1.21939790118013
"3171","EMC8",1.31706240919989,0.103398022944439,0,0.00716188622570497,0.385770304007903
"3172","EMC9",0,0.119899650177296,0,4.22432320530108,0.8589639308967
"3173","EMD",0.107714828728428,5.16295034488769,4.09228623400051,1.91960058175473,3.31981034570544
"3174","EME2",0,0,0,1.09345816109869,0.848561784691332
"3175","EMG1",0.862705442448076,0,0,0.173273780453437,0.0836669798628489
"3176","EMILIN2",0,0,0,0.00948968100535372,1.05016632595476
"3177","EML2",0,1.6660773259686,0,0.637365080831237,1.18889928202109
"3178","EML3",1.80050361002359,2.32084190446337,0,0.12482383925376,0.00332347151772493
"3179","EML4",2.71255336976082,2.29560956804367,0,0.0071975247403198,4.47824203734107
"3180","EML5",0,0,0,0,0.391711747860566
"3181","EMP1",0,0,0,0.665678877345822,0
"3182","EMP3",4.55333551753326,0.181092147062481,1.49575185945631,0.0814954724967299,0.0179025979290045
"3183","EMSY",0,0.806419356591706,0,0.222783488751982,0.0261419024484534
"3184","ENC1",0,5.79457281166085,0,0.0743628620984141,8.81082099931506
"3185","ENDOD1",0,0,5.14645118450618,0.0422051792746984,0.163408143339855
"3186","ENDOG",0,0,0,0.24062088844894,0.307618846257541
"3187","ENDOV",0.623826427654079,0,0,0.696162800111261,0.0829474818563857
"3188","ENG",0,0,0,15.0158400706187,2.82888475090809
"3189","ENGASE",0,0,0,4.22454766500031,0.00752875528583137
"3190","ENO1",0.00466602414509221,0.311743598489038,3.65983982331338,0.229452156888588,0.332881634604998
"3191","ENO1-AS1",0,0,0,0,0.301559459174871
"3192","ENO2",0,0,0,0,2.50311933764353
"3193","ENO3",0,0,0,0,0.00667351315052897
"3194","ENOPH1",0.0316989823631228,0.33494198377602,0,0.0124765242996861,0.0166078474848815
"3195","ENOSF1",0,2.06084658514683,0,0.884760271812945,2.71147873257273
"3196","ENOX2",0,0.200538736559975,0,3.93809242530556,0.40876046308054
"3197","ENPP4",0,0.869076482389954,0,0,0.0375329080043258
"3198","ENPP5",0,0,0,0,0.0808490106898685
"3199","ENSA",0.087961168231418,0.0131364838829601,0.0135028032551535,0.0364406327670472,0.0238615617956532
"3200","ENTHD2",4.22737378984741,0.0266901173641401,0,1.80657622618429,0.0695763211637809
"3201","ENTPD1",2.61949975831711,0,0,1.51195391014614,0
"3202","ENTPD1-AS1",0,0,0,0,0.629961711283824
"3203","ENTPD3-AS1",0,0,0,0.681174034681976,1.72667250043375
"3204","ENTPD4",3.7150153044947,8.40657296553297,0,1.06784013678816,3.21699274079869
"3205","ENTPD5",0,0,0,1.5658351785387,3.26284862560644
"3206","ENTPD6",0,0,0,6.08356347252958,0.0179012273773418
"3207","ENTPD7",0,0,0,0,0.527773331256628
"3208","ENY2",0.671603862811169,0.00944581790883997,0,0.0479069910746672,0.134463298735321
"3209","EOGT",0,0,0,2.00712199393199,0.406683227478871
"3210","EOMES",0,0.0983722245759719,0,0,7.47082004114795
"3211","EP300",3.42953286558033,0.376014051765746,0,0.256422851047074,2.80020348514486
"3212","EP400",2.70753849100475,0.805982719901825,0,0.247506626581214,0.95636618324646
"3213","EPB41",0.0531846919703946,0.217820001851577,0.782624944057023,0.942588452643767,1.44000352410777
"3214","EPB41L2",0,0,0,1.33300485889308,4.08614682595691
"3215","EPB41L3",0,0,0,3.98658538299349,6.15401760832195
"3216","EPB41L4A",0,0,0,0,6.20806765991395
"3217","EPB41L4A-AS1",0.141023027379381,1.37025595929464,0,6.18341833420494,3.89782993640254
"3218","EPB41L5",0,0,0,0,0.0130785591037816
"3219","EPB42",0.373132959625421,0,0,0,0.0184122999303202
"3220","EPC1",2.62553084045211,0.0804181171230597,0,0.0768572315957679,0.242477203331893
"3221","EPC2",0,1.7374917684447,0,0.713962069520074,0.0902786108667355
"3222","EPG5",0,0.224239765288013,0,1.605658819787,1.58141524978134
"3223","EPHA1",0,0,0,0,0.0691067835731856
"3224","EPHA1-AS1",0,0,0,0,0.955026015987746
"3225","EPHA4",0,0.0167978511106919,0,0,1.3950417196752
"3226","EPHB2",0,0,0,3.35866382421522,0
"3227","EPHB6",0.267006646267984,0,0,0.0155127009894232,1.58489575714276
"3228","EPHX1",0,0,0,7.64772201163391,0
"3229","EPHX2",0,0,0,0,0.134700313564939
"3230","EPHX4",0,0,0,0,1.70150121199363
"3231","EPM2A",0,0,0,0,1.00874895175961
"3232","EPM2AIP1",0.77196755332371,0.0343003509628766,0,0.111150847226563,0.7249406883274
"3233","EPN1",0.223786570051963,0.124984275661196,0,7.08499764475259,0.0555474256071483
"3234","EPN2",0,0,0,0,1.97971259416901
"3235","EPOR",0,0,0,15.4983124362434,4.68554751140807
"3236","EPRS",0.145894856789233,1.02104544551017,0,0.516875635758897,0.464487928114597
"3237","EPS15",0.215275033153703,0.184954191636575,0.0148101790127225,0.0120355523025347,1.04760853597582
"3238","EPS15L1",0.274621901774931,5.84663295832415,0,0.512700565892026,1.72884688293884
"3239","EPS8",0,0,0,0.588894106836491,1.25084425921541
"3240","EPS8L1",0,0,0,0,0.46016266416577
"3241","EPS8L2",0,3.24567537318641,0,0,0.262154053180916
"3242","EPSTI1",0.614992338576498,5.78129595519087,0,1.71052698020746,0.315588502957755
"3243","EPT1",0,6.09043427802316,0,0.499787399553848,0.577334179631775
"3244","ERAL1",0,0.000746047748678549,0,0.539199788709706,0.714186945037905
"3245","ERAP1",0,4.92464096626087,0,0.214313950733165,0.602101472804914
"3246","ERAP2",0.123899855409635,2.12756024085664,0,0.209738690917619,0.786885670720305
"3247","ERBB2",0,1.75867784031522,0,0,0.0896664471132323
"3248","ERBB2IP",0.346955293564657,0.503976194413013,0,1.60756280505231,3.8117057265971
"3249","ERC1",0,0,0,0.0427265855800641,0.248304967173582
"3250","ERCC1",0.0758041156311003,1.86156479019676,0,1.00406124088011,1.05161846269555
"3251","ERCC2",0,0,0,0.00299068175289959,0.00454126415841211
"3252","ERCC3",0,0.132039585626562,0,0.0608597522948334,1.67448419147371
"3253","ERCC4",0,0,0,0.138642619074515,0.315324067016484
"3254","ERCC5",0,2.11842309849498,0,2.80748208716656,1.67841968245779
"3255","ERCC6",0,0,0,0.155698838406203,0.00581453710814232
"3256","ERCC6L2",0,0.00817104218729737,0,0.021855023625229,1.02125952411933
"3257","ERCC8",0,0,0,0.00919874563825089,2.25057023910494
"3258","EREG",0,0,0,18.2232871239331,0
"3259","ERF",0,0,0,13.1798989226751,5.07224425088211
"3260","ERGIC1",5.27509459346451,1.39057576416057,0,0.481393401301926,2.04460097910971
"3261","ERGIC2",1.68249768272025,0.0571745967387889,0,1.56459910271383,0.0403234436044923
"3262","ERGIC3",0.00611863145123864,0.311639042402866,0,3.2852213553774,0.0384004530710597
"3263","ERH",0.129459504189739,0.0704082837412618,0.183329590889004,0.0948157277073154,0.030904090268243
"3264","ERI1",0,0,0,4.89880689152546,0.651540372180667
"3265","ERI3",1.66327488253056,2.32576592490809,0,0.0175692169765913,0.934782568889938
"3266","ERICH1",1.55548937655913,1.34588901765694,0,0.0428411116038019,1.99564713464426
"3267","ERICH6-AS1",0,0.0348433015349328,0,0,0.0988999968924704
"3268","ERLEC1",0.00840383992032979,0.204057629312714,0,0.570472753280057,1.81677530029333e-05
"3269","ERLIN1",0,0,0,3.03868153982195,0.0624344170534461
"3270","ERLIN2",0,0,0,5.35698875504162,0.574635707954379
"3271","ERMAP",0,0,0,0.103340160289235,0.0976473209202371
"3272","ERMARD",0,0,0,0.764828495266694,0.182338458355688
"3273","ERMN",0,0,0,1.87823608853117,0.952847139223261
"3274","ERMP1",0,2.84530218417325,0,0,2.82867129772641
"3275","ERN1",0,0.0348208871239835,0,0.00548094850005562,2.13206535898107
"3276","ERO1A",1.74764140699667,0.0847245551017269,0,1.69553559031659,3.03560918738551e-05
"3277","ERO1B",0.750268512752933,4.5649343368012,0,0.539385601714088,4.91336237623286
"3278","ERP27",0,0,0,0,0.115639239730259
"3279","ERP29",0.0293677247490735,0.827074467760189,0.541674245521448,1.05849316858589,0.0518345225016592
"3280","ERP44",2.32534599748207,1.25988675455421,2.15535121807707,0.0232344116356783,0.311102835963728
"3281","ERRFI1",0,0,0,0,2.42090689466393
"3282","ERV3-1",0.182576125525287,0,0,0.0709460217204764,0.185480477921969
"3283","ERVK3-1",0,3.86459239272979,0,0.215817346494213,0.0575269205763522
"3284","ERVMER61-1",0,0,0,0,0.441966180168649
"3285","ESAM",0,0,0.0394056793100565,0.220121976485504,0.319555841174305
"3286","ESCO1",0.684807363803363,2.23298869372914,0,0.799268815449527,1.04069062624891
"3287","ESD",0.0926874666403158,2.32349082477858,0.353562918079601,0.00264648891379824,2.59371538794315
"3288","ESF1",0.576633812455375,2.27441647515179,0,1.80509795043916,3.89988468079369
"3289","ESPN",0,0,0,0,2.36647577496275
"3290","ESR2",0,0,0,0,0.234775193866384
"3291","ESRRA",0,0.0111444562977374,0,0.338814728941285,0.0268904870125047
"3292","ESYT1",0.439739627801324,0.792155916426508,0,0.415373934968459,0.669083177839298
"3293","ESYT2",0,0.646271899574954,0,0.744762221372973,0.115073708145539
"3294","ETAA1",0,0.419468704311002,0,0,0.100521352432638
"3295","ETF1",2.55339476570804,5.44360531409949,0,1.84552616422515,2.22513172348251
"3296","ETFA",0.49080881430352,0.447838207672595,1.95527764469693,0.0012768685974982,2.54486590502477
"3297","ETFB",0.225929254264128,0.474030996438256,0,0.371624876622252,0.463166583959778
